title,slug,postDate,dateField,eventLocation,newsFeaturedImage,eventImageGallery,introSection,bodyText,registrationButtonLink,emailRegistration,tags
eHaus Waikato Open Home,ehaus-waikato-home-show-open-home,2023-09-20,,,https://ehaus.co.nz/wp-content/uploads/2023/07/Ehaus_carrs553297-scaled.jpg,https://ehaus.co.nz/wp-content/uploads/2023/07/Ehaus_carrs553301-1-1024x683.jpg|https://ehaus.co.nz/wp-content/uploads/2023/07/Ehaus_carrs553294-1-1024x683.jpg|https://ehaus.co.nz/wp-content/uploads/2023/07/Ehaus_carrs553290-2-1024x683.jpg|https://ehaus.co.nz/wp-content/uploads/2023/07/Ehaus_carrs553297-1024x683.jpg|https://ehaus.co.nz/wp-content/uploads/2023/07/Carrs552544-1-1024x683.jpg,,"<!-- wp:gallery {""linkTo"":""file""} -->
<figure class=""wp-block-gallery has-nested-images columns-default is-cropped""><!-- wp:image {""id"":15421,""sizeSlug"":""large"",""linkDestination"":""media""} -->
<figure class=""wp-block-image size-large""></figure>
<!-- /wp:image -->

<!-- wp:image {""id"":15407,""sizeSlug"":""large"",""linkDestination"":""media""} -->
<figure class=""wp-block-image size-large""></figure>
<!-- /wp:image -->

<!-- wp:image {""id"":15426,""sizeSlug"":""large"",""linkDestination"":""media""} -->
<figure class=""wp-block-image size-large""></figure>
<!-- /wp:image -->

<!-- wp:image {""id"":15430,""sizeSlug"":""large"",""linkDestination"":""media""} -->
<figure class=""wp-block-image size-large""></figure>
<!-- /wp:image -->

<!-- wp:image {""id"":15425,""sizeSlug"":""large"",""linkDestination"":""media""} -->
<figure class=""wp-block-image size-large""></figure>
<!-- /wp:image --></figure>
<!-- /wp:gallery -->

<!-- wp:paragraph -->
<p></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>The eHaus difference lies at the very heart of our homes and eHaus Waikato invites you to experience<a href=""https://ehaus.co.nz/project/greenhill-showhome/"" target=""_blank"" rel=""noreferrer noopener""> this healthy, comfortable, and high-performing home</a>.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>If you are thinking of building a new home, then take hold of this opportunity to tour an eHaus and speak with our team about how our homes are different from conventional homes. </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>When:&nbsp;4.00-6.00pm, Thursday 19 October 2023</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Where:&nbsp;Greenhill Park*</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Register your interest: <a href=""mailto:laura@ehaus.co.nz"" target=""_blank"" rel=""noreferrer noopener"">laura@ehaus.co.nz</a>&nbsp;or 027 363 6833</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>*For privacy reasons, we don't publish the address. Please register for full address details.</p>
<!-- /wp:paragraph -->",,laura@ehaus.co.nz,
Ask the Experts – live Q&amp;A events,ask-the-experts-live-events,2023-09-25,,,https://ehaus.co.nz/wp-content/uploads/2023/09/230925-eHaus-QA-Events-Web-Event-Cover.jpg,https://ehaus.co.nz/wp-content/uploads/2023/09/230925-eHaus-QA-Events-Zoom-Banner.jpg|https://ehaus.co.nz/wp-content/uploads/2023/09/230925-eHaus-QA-Events-Social-Post-1.jpg,,"<!-- wp:image {""id"":15572,""sizeSlug"":""large"",""linkDestination"":""media""} -->
<figure class=""wp-block-image size-large""></figure>
<!-- /wp:image -->

<!-- wp:paragraph -->
<p>Are you curious about high-performing homes, the unique features of eHaus, or the benefits of living in a healthier environment? Well, you're in luck! By popular demand, we're thrilled to announce three live Ask the Expert events happening on 10, 11 and 12 October.</p>
<!-- /wp:paragraph -->

<!-- wp:embed {""url"":""https://youtu.be/ypxP58zjs_M"",""type"":""video"",""providerNameSlug"":""youtube"",""responsive"":true,""className"":""wp-embed-aspect-16-9 wp-has-aspect-ratio""} -->
<figure class=""wp-block-embed is-type-video is-provider-youtube wp-block-embed-youtube wp-embed-aspect-16-9 wp-has-aspect-ratio""><div class=""wp-block-embed__wrapper"">
https://youtu.be/ypxP58zjs_M
</div></figure>
<!-- /wp:embed -->

<!-- wp:paragraph -->
<p>During these exclusive sessions, you'll have the opportunity to get your burning questions answered by our team of experts! Submit your questions when you register, and our panellists will respond to as many as possible at the event.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>10.00-10.45am Tuesday, 10 October</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>12.00-12.45pm Wednesday, 11 October</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>7.30-8.15pm Thursday, 12 October</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Registrations are now closed for these events. </p>
<!-- /wp:paragraph -->",,,
eHaus live webinar,ehaus-live-webinar-2,2023-10-31,1700092800,,https://ehaus.co.nz/wp-content/uploads/2020/05/200409_eHaus-FB-Webinar-File.jpg,https://ehaus.co.nz/wp-content/uploads/2023/10/Discover-the-eHaus-scaled.jpg|https://ehaus.co.nz/wp-content/uploads/2023/10/Discover-the-eHaus-1024x320.jpg,,"<!-- wp:image {""id"":15660,""sizeSlug"":""large"",""linkDestination"":""media""} -->
<figure class=""wp-block-image size-large""></figure>
<!-- /wp:image -->

<!-- wp:paragraph -->
<p>Thinking about building a new home?</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Learn how eHaus design and build NZ’s healthiest, comfiest, highest performing homes at our free webinar on November 16.&nbsp;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>In this practical session Jon Iliffe, co-founder and director of eHaus, will discuss:</p>
<!-- /wp:paragraph -->

<!-- wp:list -->
<ul><li>Active versus passive heating.</li><li>The current state of New Zealand houses.</li><li>The unique elements that set eHaus homes apart from the ordinary.</li><li>The incredible health and comfort advantages and energy savings you’ll enjoy when living in an eHaus.</li><li>The Passive House features and how these are applied to our design and build process.</li></ul>
<!-- /wp:list -->

<!-- wp:paragraph -->
<p>There will also be a Q&amp;A session at the end. You can either submit your questions when you register or feel free to ask Jon any questions during the live event.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>When: Thursday, November 16 at 7.30pm</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Registrations now closed.</p>
<!-- /wp:paragraph -->",,,
eHaus Waitaki Open Home,waitaki-open-home,2023-11-12,,,https://ehaus.co.nz/wp-content/uploads/2023/11/Untitled-design-16.jpg,https://ehaus.co.nz/wp-content/uploads/2023/11/Untitled-design-15-scaled.jpg|https://ehaus.co.nz/wp-content/uploads/2023/11/Untitled-design-15-1024x320.jpg,,"<!-- wp:image {""id"":15762,""sizeSlug"":""large"",""linkDestination"":""media""} -->
<figure class=""wp-block-image size-large""></figure>
<!-- /wp:image -->

<!-- wp:paragraph -->
<p>The eHaus difference lies at the very heart of our homes and&nbsp;eHaus Waitaki invites you to experience the first certified passive house in Waitaki. It is a healthy, comfortable, and high-performing home and this open home is not to be missed.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>If you are thinking of building a new home, then take hold of this opportunity to tour an eHaus and speak with our team about how we build NZ’s healthiest, comfiest, highest performing homes.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>When:&nbsp;2.00-4.00pm, Sunday 26 November 2023</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Where:&nbsp;Oamaru*</p>
<!-- /wp:paragraph -->

<!-- wp:heading {""level"":5} -->
<h5>Register:&nbsp;please email&nbsp;<a href=""mailto:waitaki@ehaus.co.nz"" target=""_blank"" rel=""noreferrer noopener"">waitaki@ehaus.co.nz</a></h5>
<!-- /wp:heading -->

<!-- wp:paragraph -->
<p>*For privacy reasons, we don't publish the address online. Please register for full address details.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>You can also learn more about this incredible home <a href=""https://ehaus.co.nz/project/oamaru-passive-house/"" target=""_blank"" rel=""noreferrer noopener"">here</a>.</p>
<!-- /wp:paragraph -->",,waitaki@ehaus.co.nz,
Thinking about building a new home? Join our eHaus live webinar!,thinking-about-building-a-new-home-join-our-ehaus-live-webinar,2024-01-01,1705449600,,https://ehaus.co.nz/wp-content/uploads/2020/05/200409_eHaus-FB-Webinar-File.jpg,https://ehaus.co.nz/wp-content/uploads/2023/12/Discover-the-eHaus-1-scaled.jpg|https://ehaus.co.nz/wp-content/uploads/2023/12/Discover-the-eHaus-1-1024x320.jpg,,"<!-- wp:image {""id"":15928,""sizeSlug"":""large"",""linkDestination"":""media""} -->
<figure class=""wp-block-image size-large""></figure>
<!-- /wp:image -->

<!-- wp:paragraph -->
<p>Learn how eHaus design and build NZ’s healthiest, comfiest, highest performing homes at our free webinar on 17 January. The eHaus difference lies at the very heart of our homes and we invite you to learn about the mechanics of these incredible homes along with the eHaus process.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>In this practical session Jon Iliffe, co-founder and director of eHaus, will share valuable insights, including:</p>
<!-- /wp:paragraph -->

<!-- wp:list -->
<ul><li><strong>Active versus passive heating:</strong> Explore the differences of active and passive heating methods, understanding how they impact the energy efficiency of your home.</li><li><strong>The state of current New Zealand housing:</strong> how mould and condensation can cause an unhealthy home.</li><li><strong>Our performance options:</strong> The eHaus Euro and eHaus Pacific are setting a new standard for living that we think every Kiwi deserves.</li><li><strong>Health, comfort, and energy savings: </strong>Learn about the unique elements that set eHaus homes apart from the ordinary, and the unparalleled health and comfort benefits, along with significant energy savings, that come with residing in an eHaus.</li><li><strong>Our flexible design options and what an eHaus can look like:</strong> Choose from The Peoples House Collection of build-ready plans or start with a blank canvas and collaborate with our designHaus to create a bespoke home, unique for you.</li><li><strong>Our sustainability story:</strong> We live like our environment is a privilege and protecting it our responsibility.</li></ul>
<!-- /wp:list -->

<!-- wp:paragraph -->
<p>We invite you to participate in a Q&amp;A session at the end. You can either submit your questions when you register or feel free to put your questions in the message box during the live event.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Event Details:</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Date: Wednesday, 17 January</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Time: 7:00-8.00 PM</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Registrations are now closed. If you would like a copy of this webinar, please email <a href=""mailto:jon@ehaus.co.nz"" target=""_blank"" rel=""noreferrer noopener"">jon@ehaus.co.nz</a>.</p>
<!-- /wp:paragraph -->",,jon@ehaus.co.nz,
Join our FREE webinar to discover what's shaping the building industry in 2024 &amp; why it's a good time to build.,ehaus-webinar,2024-01-30,1707955200,,https://ehaus.co.nz/wp-content/uploads/2024/01/eHaus-Feb-webinar-sq.jpg,https://ehaus.co.nz/wp-content/uploads/2024/01/eHaus-Webinar-Ads_February-1280x400-1-scaled.jpg|https://ehaus.co.nz/wp-content/uploads/2024/01/eHaus-Webinar-Ads_February-1280x400-1-1024x320.jpg,Join our FREE webinar to discover what's shaping the building industry in 2024 &amp; why it's a good time to build.,"<!-- wp:image {""id"":16307,""sizeSlug"":""large"",""linkDestination"":""media""} -->
<figure class=""wp-block-image size-large""></figure>
<!-- /wp:image -->

<!-- wp:paragraph -->
<p>Everyone is well aware that the NZ building industry has been through a few interesting years. Coming out of Covid in 2021 saw a huge shift, mostly caused by the lowest mortgage rates ever seen in NZ and a building boom, followed by material prices increasing and product shortages. It was a turbulent time, but just as quickly as things turned tough, the good news is that the building industry is changing again.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Here at eHaus we are starting 2024 with confidence and zest following the recent release of new industry research and data, along with our own insights developed over the last 14 years of business.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Join our FREE webinar on Thursday 15 February from 7-8pm and discover why we believe it is a good time to embark on your building journey. In this engaging session, we'll delve into the factors shaping the building industry in 2024 and how eHaus is navigating the landscape this year. In the webinar we will explore:</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p></p>
<!-- /wp:paragraph -->

<!-- wp:heading {""level"":4} -->
<h4>&#x2705; Prices for building materials and price certainty</h4>
<!-- /wp:heading -->

<!-- wp:heading {""level"":4} -->
<h4>&#x2705; How annual housing consents are tracking and the impact on builders' capacity</h4>
<!-- /wp:heading -->

<!-- wp:heading {""level"":4} -->
<h4>&#x2705; Predicted changes for inflation and mortgage rates</h4>
<!-- /wp:heading -->

<!-- wp:heading {""level"":4} -->
<h4>&#x2705; Property values and the CoreLogic House Price Index</h4>
<!-- /wp:heading -->

<!-- wp:paragraph -->
<p></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>If you plan to build a new home, don’t be put off by the turbulence of 2020-2023. The market has changed, and we will guide you through how building in 2024 is possible. </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>There will also be a Q&amp;A session at the end. You can either submit your questions when you register or feel free to ask Jon any questions during the live event.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Don't miss this interactive opportunity to gain valuable insights into the building industry's dynamics in 2024.</p>
<!-- /wp:paragraph -->

<!-- wp:heading {""level"":3} -->
<h3>When: 7-8pm, Thursday 15 February, 2024</h3>
<!-- /wp:heading -->

<!-- wp:paragraph -->
<p></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p></p>
<!-- /wp:paragraph -->",,,
Register for the eHaus Manawatu Open Construction Day,manawatu-open-day,2024-02-14,1709683200,,https://ehaus.co.nz/wp-content/uploads/2024/02/Untitled-design-30.jpg,https://ehaus.co.nz/wp-content/uploads/2024/02/Heres-why-we-think-2024-is-a-great-year-to-build-an-eHaus-2.jpg,,"<!-- wp:image {""id"":16334,""sizeSlug"":""large"",""linkDestination"":""media""} -->
<figure class=""wp-block-image size-large""></figure>
<!-- /wp:image -->

<!-- wp:paragraph -->
<p>Our difference lies at the very heart of our homes, and we’re inviting you to experience this healthy, comfy, high-performing home in Palmerston North. You will be able to see the mechanics behind this special home and talk with our eHaus Manawatu team about building the eHaus way.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>If you are thinking of building a new home, then take hold of this opportunity to tour an eHaus while it's still under construction to learn how our homes are different from standard homes.</p>
<!-- /wp:paragraph -->

<!-- wp:group {""layout"":{""type"":""flex"",""orientation"":""vertical""}} -->
<div class=""wp-block-group""><!-- wp:heading {""textAlign"":""left"",""level"":3} -->
<h3 class=""has-text-align-left"" id=""block-c0221c12-204a-40d5-adea-7556cc359f49""><strong>Day:</strong> Wednesday 6 March 2024<br><strong>Time:</strong> 4pm-6pm<br><strong>Location:</strong> Palmerston North*</h3>
<!-- /wp:heading -->

<!-- wp:heading {""textAlign"":""left"",""level"":3} -->
<h3 class=""has-text-align-left"" id=""block-c0221c12-204a-40d5-adea-7556cc359f49"">To register, please email eHaus Manawatu: <strong><a href=""mailto:myproject@ehaus.co.nz"">myproject@ehaus.co.nz</a></strong></h3>
<!-- /wp:heading --></div>
<!-- /wp:group -->

<!-- wp:paragraph -->
<p id=""block-075f7e13-967e-4443-b0b0-6c072cf49641"">*For privacy reasons, we don't publish the venue address online. Register with <a href=""mailto:myproject@ehaus.co.nz"">myproject@ehaus.co.nz</a> for full address details.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p id=""block-7bbfb457-4e54-4333-bd6c-28b80e8e9ae7""><em>Please note this is a working construction site and all practical steps have been made to ensure your safety while on site. Please be aware of any hazards around you and take the necessary actions to avoid them. Closed in shoes are necessary and children must be supervised at all times. Photos may be taken during this event for marketing purposes, if you don’t wish to have your photo taken please let the team know.</em></p>
<!-- /wp:paragraph -->",,myproject@ehaus.co.nz,Open Construction Days
Register for the eHaus Christchurch Open Construction Day,christchurch-open-construction-day,2024-02-20,1710028800,,https://ehaus.co.nz/wp-content/uploads/2024/02/Untitled-design-31.jpg,https://ehaus.co.nz/wp-content/uploads/2024/02/IMG_1744.jpg|https://ehaus.co.nz/wp-content/uploads/2024/02/IMG_1747.jpg|https://ehaus.co.nz/wp-content/uploads/2024/02/IMG_1748.jpg,,"<!-- wp:gallery {""linkTo"":""file""} -->
<figure class=""wp-block-gallery has-nested-images columns-default is-cropped""><!-- wp:image {""id"":16340,""sizeSlug"":""large"",""linkDestination"":""media""} -->
<figure class=""wp-block-image size-large""></figure>
<!-- /wp:image -->

<!-- wp:image {""id"":16341,""sizeSlug"":""large"",""linkDestination"":""media""} -->
<figure class=""wp-block-image size-large""></figure>
<!-- /wp:image --></figure>
<!-- /wp:gallery -->

<!-- wp:paragraph -->
<p>Our difference lies at the very heart of our homes, and we’re inviting you to experience this healthy, comfy, high-performing home in Methven. You will be able to see the mechanics behind this special home and talk with our eHaus Christchurch team about building the eHaus way.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>If you are thinking of building a new home, then take hold of this opportunity to tour an eHaus while it's still under construction to learn how our homes are different from standard homes.</p>
<!-- /wp:paragraph -->

<!-- wp:heading {""level"":3} -->
<h3><strong>Day:&nbsp;</strong>Sunday, 10 March 2024<strong><br>Time:</strong>&nbsp;1 - 2.30pm<strong><br>Location:&nbsp;</strong>Methven*</h3>
<!-- /wp:heading -->

<!-- wp:heading {""level"":3} -->
<h3>To register, please email eHaus Christchurch: <a href=""mailto:martins@ehaus.co.nz"" target=""_blank"" rel=""noreferrer noopener"">martins@ehaus.co.nz</a></h3>
<!-- /wp:heading -->

<!-- wp:paragraph -->
<p>*For privacy reasons, we don't publish the venue address online. Register with <strong><a href=""mailto:martins@ehaus.co.nz"" target=""_blank"" rel=""noreferrer noopener"">martins@ehaus.co.nz</a></strong> for full address details.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><em>Please note this is a working construction site and all practical steps have been made to ensure your safety while on site. Please be aware of any hazards around you and take the necessary actions to avoid them. Closed in shoes are necessary and children must be supervised at all times. Photos may be taken during this event for marketing purposes, if you don’t wish to have your photo taken please let the team know.</em></p>
<!-- /wp:paragraph -->",,martins@ehaus.co.nz,Open Construction Days
"Don't settle for ordinary. Join our free webinar to discover how you can achieve outstanding architecture without sacrificing the performance, health, or comfort.",dont-settle-for-ordinary-webinar,2024-02-25,1710374400,,https://ehaus.co.nz/wp-content/uploads/2024/02/eHaus-Webinar-Ep.2-1-1.jpg,https://ehaus.co.nz/wp-content/uploads/2024/02/eHaus-Webinar-Ep.2-1280x400-1.jpg,"Don't settle for ordinary. Join our free webinar to discover how you can achieve outstanding architecture without sacrificing the performance, health, or comfort.","<!-- wp:image {""id"":16347,""sizeSlug"":""large"",""linkDestination"":""media""} -->
<figure class=""wp-block-image size-large""></figure>
<!-- /wp:image -->

<!-- wp:paragraph -->
<p>Don't settle for ordinary when it comes to your home's architecture. Join us on Thursday, March 14 from 7-8pm for our latest webinar where we'll explore how you can achieve outstanding architecture without sacrificing the performance, health, or comfort of your home. We're excited to interview Nick Officer and Ben Jagersma from our designHaus, who will share their insights on creating homes that are not only beautiful but also enriching to live in.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Ben, Director, Design Manager &amp; Architect at First Light Studio, believes that architecture can change the world for the better with designs that are not only beautiful but also healthy, uplifting, playful, and effective at connecting us to our environment and each other. Meanwhile, Nick, Director &amp; General Manager at First Light Studio, is passionate about solving real problems through architecture while never compromising on the pursuit of beauty.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>There will also be a Q&amp;A session at the end. You can either submit your questions when you register or feel free to ask the team any questions in the chat field during the live event.</p>
<!-- /wp:paragraph -->

<!-- wp:heading {""level"":3} -->
<h3>&#x1f4c5;<strong> Date:</strong><strong> </strong>Thursday, March 14</h3>
<!-- /wp:heading -->

<!-- wp:heading {""level"":3} -->
<h3>&#x1f556; <strong>Time:</strong> 7-8pm</h3>
<!-- /wp:heading -->

<!-- wp:heading -->
<h2><a href=""https://us02web.zoom.us/webinar/register/2617060654176/WN_AoJivEMuTGe7TqS3aPPoug"" target=""_blank"" rel=""noreferrer noopener"">Click here to register and secure your spot today!</a></h2>
<!-- /wp:heading -->",https://us02web.zoom.us/webinar/register/2617060654176/WN_AoJivEMuTGe7TqS3aPPoug,,
Thinking about building a new home? Join our eHaus live webinar!,ehaus-live-webinar-11-april,2024-03-20,,,https://ehaus.co.nz/wp-content/uploads/2020/05/200409_eHaus-FB-Webinar-File.jpg,https://ehaus.co.nz/wp-content/uploads/2024/03/Your-paragraph-text-2-scaled.jpg|https://ehaus.co.nz/wp-content/uploads/2024/03/Your-paragraph-text-2-1024x320.jpg,Thinking about building a new home? Join our eHaus live webinar!,"<!-- wp:image {""id"":16375,""sizeSlug"":""large"",""linkDestination"":""media""} -->
<figure class=""wp-block-image size-large""></figure>
<!-- /wp:image -->

<!-- wp:paragraph -->
<p>Learn how eHaus design and build NZ’s healthiest, comfiest, highest performing homes at our free webinar on 11 April. The eHaus difference lies at the very heart of our homes and we invite you to learn about the mechanics of these incredible homes along with the eHaus process.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>In this practical session Jon Iliffe, co-founder and director of eHaus, will share valuable insights, including:</p>
<!-- /wp:paragraph -->

<!-- wp:list -->
<ul><li><strong>Active versus passive heating:</strong>&nbsp;Explore the differences of active and passive heating methods, understanding how they impact the energy efficiency of your home.</li><li><strong>The state of current New Zealand housing:</strong>&nbsp;how mould and condensation can cause an unhealthy home.</li><li><strong>Our performance options:</strong>&nbsp;The eHaus Euro and eHaus Pacific are setting a new standard for living that we think every Kiwi deserves.</li><li><strong>Health, comfort, and energy savings:&nbsp;</strong>Learn about the unique elements that set eHaus homes apart from the ordinary, and the unparalleled health and comfort benefits, along with significant energy savings, that come with residing in an eHaus.</li><li><strong>Our flexible design options and what an eHaus can look like:</strong>&nbsp;Choose from The Peoples House Collection of build-ready plans or start with a blank canvas and collaborate with our designHaus to create a bespoke home, unique for you.</li><li><strong>Our sustainability story:</strong>&nbsp;We live like our environment is a privilege and protecting it our responsibility.</li></ul>
<!-- /wp:list -->

<!-- wp:paragraph -->
<p>We invite you to participate in a Q&amp;A session at the end. You can either submit your questions when you register or feel free to put your questions in the message box during the live event.</p>
<!-- /wp:paragraph -->

<!-- wp:heading {""level"":3} -->
<h3>&#x1f4c5;<strong>&nbsp;Date:&nbsp;</strong>Thursday, 11 April</h3>
<!-- /wp:heading -->

<!-- wp:heading {""level"":3} -->
<h3>&#x1f556;&nbsp;<strong>Time:</strong>&nbsp;7-8pm</h3>
<!-- /wp:heading -->

<!-- wp:heading -->
<h2>Registrations have now closed.</h2>
<!-- /wp:heading -->",,,
Breath of fresh air: Join our free webinar with Katheren Leitner to discover the impact indoor air quality has on our health,breath-of-fresh-air-free-webinar,2024-04-16,1715212800,,https://ehaus.co.nz/wp-content/uploads/2024/04/eHaus-Webinar-Ep.4-1-1-scaled.jpg,https://ehaus.co.nz/wp-content/uploads/2024/04/eHaus-Webinar-Ep.4-1280x400-1-scaled.jpg|https://ehaus.co.nz/wp-content/uploads/2024/04/eHaus-Webinar-Ep.4-1280x400-1-1024x320.jpg,,"<!-- wp:image {""id"":16471,""sizeSlug"":""large"",""linkDestination"":""media""} -->
<figure class=""wp-block-image size-large""></figure>
<!-- /wp:image -->

<!-- wp:paragraph -->
<p>Respiratory conditions accounts for one in eleven of all hospital stays in New Zealand costing $6.7 billion every year and is the third leading cause of death. One in eight children and adults have asthma in New Zealand, with damp, cold and unhealthy housing conditions a key contributor to these statistics.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>In May we celebrate World Air Quality Week and World Asthma Day. Both initiatives are designed to educate and raise awareness of air pollution, air quality and the risks to respiratory disease sufferers.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>To continue that conversation, we will be hosting our next webinar with <a href=""https://www.linkedin.com/in/katherenleitner/"">Katheren Leitner</a>, Strategic Advisor and ex-Chief Executive at Asthma NZ, to discuss the importance of living in a healthy environment.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Join our free webinar on Thursday 9 May 2024 from 7-8pm where we will explore:</p>
<!-- /wp:paragraph -->

<!-- wp:list -->
<ul><li>The impact indoor air quality has on our respiratory health</li><li>The problem with polluted air, moisture, and mould</li><li>How eHaus design and build with air quality and health in mind, reducing pollutants by 98% and removing moisture from inside homes</li></ul>
<!-- /wp:list -->

<!-- wp:paragraph -->
<p>We will hear from Katheren on her learnings from her role of Chief Executive at Asthma NZ and the Healthy Homes A Kiwi Dream series. &nbsp;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>There will also be a Q&amp;A session at the end. You can either submit your questions when you register or feel free to ask Jon and Katheren any questions during the live event.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Join us for what will be an interesting webinar! </p>
<!-- /wp:paragraph -->

<!-- wp:heading {""level"":3} -->
<h3>Registrations have now closed</h3>
<!-- /wp:heading -->",,,
Register for the eHaus Taranaki Open Day - 2 May,taranaki-open-day,2024-04-23,1714608000,,https://ehaus.co.nz/wp-content/uploads/2024/04/Untitled-design-39.jpg,https://ehaus.co.nz/wp-content/uploads/2024/04/Your-paragraph-text-4-scaled.jpg|https://ehaus.co.nz/wp-content/uploads/2024/04/Your-paragraph-text-4-1024x320.jpg,,"<!-- wp:image {""id"":16521,""sizeSlug"":""large"",""linkDestination"":""media""} -->
<figure class=""wp-block-image size-large""></figure>
<!-- /wp:image -->

<!-- wp:paragraph -->
<p>Our difference lies at the very heart of our homes, and we’re inviting you to experience this healthy, comfy, high-performing home in Taranaki. You will be able to experience this recently completed home which meets the <a href=""https://ehaus.co.nz/my-ehaus/ehaus-pacific/"" target=""_blank"" rel=""noreferrer noopener"">eHaus Pacific</a> performance standard, and talk with our <a href=""https://ehaus.co.nz/builder/taranaki/"" target=""_blank"" rel=""noreferrer noopener"">eHaus Taranaki team</a> about building the eHaus way.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>If you are thinking of building a new home, then take hold of this opportunity to tour a new eHaus to learn how our homes are different from standard homes.</p>
<!-- /wp:paragraph -->

<!-- wp:heading {""level"":3} -->
<h3><strong>Day:&nbsp;</strong>Thursday, 2 May 2024<strong><br>Time:</strong>&nbsp;3.00 - 6.00pm<strong><br>Location:&nbsp;</strong>Taranaki*</h3>
<!-- /wp:heading -->

<!-- wp:heading {""level"":3} -->
<h3>To register, please email eHaus Taranaki:&nbsp;<a href=""mailto:susieh@ehaus.co.nz"" target=""_blank"" rel=""noreferrer noopener"">susieh@ehaus.co.nz</a></h3>
<!-- /wp:heading -->

<!-- wp:paragraph -->
<p>*For privacy reasons, we don't publish the venue address online. Register with&nbsp;<strong><a href=""mailto:msusieh@ehaus.co.nz"" target=""_blank"" rel=""noreferrer noopener"">susieh@ehaus.co.nz</a></strong>&nbsp;for full address details.</p>
<!-- /wp:paragraph -->",,susieh@ehaus.co.nz,
