ID,Title,Content,Excerpt,Date,"Post Type",Permalink,"Image URL","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured","Attachment URL",Categories,Tags,"Event Regions",_wpv_contains_gutenberg_views,_wp_old_slug,wpcf-event-date,_yoast_wpseo_primary_category,_yoast_wpseo_primary_event-region,_yoast_wpseo_content_score,_yoast_wpseo_estimated-reading-time-minutes,_aioseop_description,robotsmeta,_aioseop_title,_yoast_wpseo_metadesc,_yoast_wpseo_title,_aioseop_keywords,_yoast_wpseo_metakeywords,fig_thumbnail,_vc_post_settings,_pys_head_footer,_x_entry_body_css_class,_x_post_layout,_x_entry_alternate_index_title,_x_entry_bg_image_full,_x_entry_bg_image_full_fade,_x_entry_bg_image_full_duration,_x_quote_quote,_x_quote_cite,_x_link_url,_x_video_aspect_ratio,_x_video_m4v,_x_video_ogv,_x_video_embed,_x_audio_mp3,_x_audio_ogg,_x_audio_embed,_x_ethos_index_featured_post_layout,_x_ethos_index_featured_post_size,_x_ethos_post_carousel_display,_x_ethos_post_slider_blog_display,_x_ethos_post_slider_archives_display,_views_template,_wpb_vc_js_status,slide_template,_wpe_gce_active,_wpe_gce_code,_yoast_wpseo_focuskw,_yoast_wpseo_linkdex,coll_background_repeat,coll_background_position,_yoast_wpseo_opengraph-description,_revision-control,_wpgmp_location_address,_wpgmp_metabox_latitude,_wpgmp_metabox_longitude,_wpgmp_metabox_location_redirect,_wpgmp_metabox_custom_link,_wpgmp_map_id,_wpgmp_metabox_marker_id,_wpgmp_metabox_taxomomies_terms,_wpgmp_extensions_fields,_wpac_members_redirect_to,_wpac_show_in_search,_wpac_show_excerpt_in_search,_wpac_nonmembers_redirect_to,_yoast_wpseo_wordproof_timestamp,_wp_old_date,enclosure,ct_other_template,ct_template_archive_post_types_all,ct_template_categories,ct_template_categories_all,ct_template_tags,ct_template_tags_all,ct_template_custom_taxonomies,ct_template_custom_taxonomies_all,ct_template_authors_archives_all,ct_template_index,ct_template_front_page,ct_template_blog_posts,ct_template_date_archive,ct_template_search_page,ct_template_inner_content,ct_template_404_page,ct_template_all_archives,ct_template_archive_among_taxonomies,ct_template_apply_if_archive_among_taxonomies,ct_template_archive_post_types,ct_template_apply_if_archive_among_cpt,ct_template_authors_archives,ct_template_apply_if_archive_among_authors,ct_template_single_all,ct_template_post_types,ct_template_exclude_ids,ct_template_include_ids,ct_template_taxonomies,ct_use_template_taxonomies,ct_template_post_of_parents,ct_template_apply_if_post_of_parents,ct_template_order,ct_builder_shortcodes,_dp_original,scrolling_images,_scrolling_images,_encloseme,Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,Template,Parent,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date"
2981,"eHaus goes International","The International Passive House Magazine recently printed an article on <strong>eHaus</strong> to have a look click here",,2011-11-01,post,https://ehaus.co.nz/?p=2981,,,,,,,,"Passive house",,,,,,9,,90,1,,,,,,,,,"a:2:{s:7:""vc_grid"";a:0:{}s:10:""vc_grid_id"";a:0:{}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,2,Jon,info@ehaus.co.nz,Jon,Iliffe,ehaus-goes-international,,,0,0,0,open,open,2024-01-07
2982,"Perfect place to build an eHaus","<p style=""text-align: center""><img class=""aligncenter size-medium wp-image-803"" title=""ehaus-new-section"" src=""http://ehaus.co.nz/wp-content/uploads/ehaus-new-section-640x288.jpg"" alt="""" width=""640"" height=""288""></p>
Webster Place, in Wanganui, is taking shape with all sections now sold and two more houses in the process of being built. Here is a picture of the section that is ready to build another eHaus on with a beautiful plan already to go.

When we choose this section they were all on sale but it was the best, providing a northern aspect for great indoor outdoor living. This plan has been designed to compliment the section, conform to the Passive House standard at a very reasonable cost. Contact us if you want to know more.

[caption id=""attachment_792"" align=""alignright"" width=""300"" caption=""11 Webster Place""]<a href=""http://ehaus.co.nz/wp-content/uploads/DSC03588.jpg""><img class=""size-medium wp-image-792"" title=""DSC03588"" src=""http://ehaus.co.nz/wp-content/uploads/DSC03588-300x225.jpg"" alt="""" width=""300"" height=""225""></a>[/caption]",,2011-11-17,post,https://ehaus.co.nz/?p=2982,https://ehaus.co.nz/wp-content/uploads/2011/11/ehaus-new-section-640x2881.jpg,ehaus-new-section-640x288,,,,https://ehaus.co.nz/wp-content/uploads/2011/11/ehaus-new-section-640x2881.jpg,,"New Zealand projects|Passive house",,,,,,9,,60,1,,,,,,,,,"a:2:{s:7:""vc_grid"";a:0:{}s:10:""vc_grid_id"";a:0:{}}",,,off,,,750,7500,,,,16:9,,,,,,,off,Skinny,off,off,off,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,2,Jon,info@ehaus.co.nz,Jon,Iliffe,perfect-place-to-build-an-ehaus,,,0,0,0,open,open,2024-01-07
2983,"Looking Back","<img class=""aligncenter size-medium wp-image-868"" title=""Untitled 4"" src=""http://ehaus.co.nz/wp-content/uploads/Untitled-4-640x102.jpg"" alt="""" width=""640"" height=""102"">
<p style=""padding-left: 30px""><em><strong>Before we look forward to &nbsp;2012 lets take a brief look back at some of the&nbsp;eHaus&nbsp;milestones for 2011:</strong></em></p>
<strong>January</strong> - Received certification from the Passivhaus Institute qualifying &nbsp;<span style=""color: #99cc00"">eHaus</span> to design and consult using the PHPP software

<strong>March</strong> - Completed building the first <span style=""color: #99cc00"">eHaus</span> also the first house in NZ to attain the Passivhaus&nbsp;Airtightness requirement of 0.6 ac/h n-50

<strong>July</strong> - Engaged to design, using the PHPP software, a residential property in Auckland which will go on to be the first Certified Passive House in NZ

<strong>August</strong> - Ran the first one Day workshop with a great turnout and very positive feedback

<strong>August</strong> - Passive House Institute NZ Launched in Auckland after much hard work during the year.

<strong>September</strong> - Developed a range of &nbsp;residential designs with the &nbsp;appointment of &nbsp;a new designer

<strong>October</strong> - The second 1 day workshop is held, building on the success of the first workshop

<strong>November</strong> - Commissioned by Carters to write five Passive House diary articles for 2012 following the first certified build in Auckland for their trade Magazine

<strong>December</strong> - Our fifth client signs up for PassiveHaus residential design.",,2012-01-13,post,https://ehaus.co.nz/?p=2983,,,,,,,,"eHaus News|Passive house",,,,,,4,,90,1,,,,,,,,,"a:2:{s:7:""vc_grid"";a:0:{}s:10:""vc_grid_id"";a:0:{}}",,,off,,,750,7500,,,,16:9,,,,,,,off,Skinny,off,off,off,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,2,Jon,info@ehaus.co.nz,Jon,Iliffe,looking-back,,,0,0,0,open,open,2024-01-07
2984,"Looking Forward","<img class=""alignleft size-thumbnail wp-image-926"" title=""IMG_1963"" src=""http://ehaus.co.nz/wp-content/uploads/IMG_1963-150x150.jpg"" alt="""" width=""150"" height=""150"" /><img class=""aligncenter size-thumbnail wp-image-931"" title=""IMG_1967"" src=""http://ehaus.co.nz/wp-content/uploads/IMG_1967-150x150.jpg"" alt="""" width=""150"" height=""150"" />2012 has started with a hiss and roar for us at eHaus with 3 projects at the Passive House Planning Package (PHPP) stage. Along with the first Certified Passive House that, as you can see from these photographs, is really taking shape.

If you are in the building industry watch out for an article featuring this first<span style=""color: #000000""> Passiv<span style=""color: #99cc00"">e</span>Haus</span> in the Feb/March edition of  Progressive Building Magazine. The editor Stephen Dickens was keen to capture the details so it will be a good read.

<img class=""size-full wp-image-990 alignleft"" title=""program"" src=""http://ehaus.co.nz/wp-content/uploads/program.jpg"" alt="""" width=""302"" height=""471"" />We will be running another One Day eHaus Workshop in New Plymouth on the 24th March and have plenty of room for you if you are thinking of building but want to find out more. Have a look here for the topics we will be covering on the day.

This is some of the feedback we have had from previous workshops:

<em>""The material was interesting and relevant""</em>

""Presentation material was good, and the openness to share useful information was really appreciated""

""I came away with a much better understanding of the direction I will take in my next house design. My questions were answered and the politeness and hospitality that you provided was brilliant""

Do you want to receive regular updates and the latest happening's in the <span style=""color: #000000"">Passiv<span style=""color: #99cc00"">e</span>Haus</span> world?

Yes? then add your email in the box on the right under enquire now.",,2012-01-31,post,https://ehaus.co.nz/?p=2984,https://ehaus.co.nz/wp-content/uploads/2012/01/IMG_1963-150x1501.jpg,IMG_1963-150x150,,,,https://ehaus.co.nz/wp-content/uploads/2012/01/IMG_1963-150x1501.jpg,,"New Zealand projects|Passive house",,,,,,9,,60,2,,,,,,,,,"a:2:{s:7:""vc_grid"";a:0:{}s:10:""vc_grid_id"";a:0:{}}",,,off,,,750,7500,,,,16:9,,,,,,,off,Skinny,off,off,off,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,2,Jon,info@ehaus.co.nz,Jon,Iliffe,looking-forward-2,,,0,0,0,open,open,2024-01-24
2985,"Passive House Diary","[caption id=""attachment_999"" align=""alignright"" width=""1027""]<img class=""size-large wp-image-999"" title=""FINAL-A"" src=""http://ehaus.co.nz/wp-content/uploads/FINAL-A1-1027x529.jpg"" alt="""" width=""1027"" height=""529""> Passive House in Glendowie[/caption]

eHaus are the consultants for the first Certified Passive House in NZ. Although this will be the first build, 2012 will see eHaus involved in many Passive House projects.",,2012-02-24,post,https://ehaus.co.nz/?p=2985,https://ehaus.co.nz/wp-content/uploads/2012/02/FINAL-A1-1027x5291.jpg,FINAL-A1-1027x529,,,,https://ehaus.co.nz/wp-content/uploads/2012/02/FINAL-A1-1027x5291.jpg,,"New Zealand projects|Passive house",,,,,,9,,90,1,,,,,,,,,"a:2:{s:7:""vc_grid"";a:0:{}s:10:""vc_grid_id"";a:0:{}}",,,off,,,750,7500,,,,16:9,,,,,,,off,Skinny,off,off,off,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,2,Jon,info@ehaus.co.nz,Jon,Iliffe,passive-house-diary,,,0,0,0,open,open,2024-01-08
2986,"eHaus in Auckland","[caption id=""attachment_1028"" align=""alignright"" width=""629""]<a href=""http://ehaus.co.nz/wp-content/uploads/IMG_18882.jpg""><img class="" wp-image-1028     "" title=""IMG_1888"" src=""http://ehaus.co.nz/wp-content/uploads/IMG_18882.jpg"" alt="""" width=""629"" height=""456"" /></a> All the key players........ and others[/caption]

Stephen Dickens,  editor of Progressive Building magazine, has done a great job capturing the journey so far on the PH build in Glendowie Auckland. The house features on the front page of the latest edition with an article that interview  the key players involved in the project. Follow the link to read about it<a title=""Here"" href=""https://architecturenow.co.nz/articles/australasias-first-passive-house/""> here </a>",,2012-03-02,post,https://ehaus.co.nz/news/ehaus-in-auckland/,,,,,,,,"New Zealand projects|Passive house",,,,,,9,,90,1,,,,,,,,,,"a:7:{s:14:""disable_global"";b:0;s:8:""head_any"";s:0:"""";s:12:""head_desktop"";s:0:"""";s:11:""head_mobile"";s:0:"""";s:10:""footer_any"";s:0:"""";s:14:""footer_desktop"";s:0:"""";s:13:""footer_mobile"";s:0:"""";}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publish,2,Jon,info@ehaus.co.nz,Jon,Iliffe,ehaus-in-auckland,,,0,0,0,open,open,2024-09-02
2987,"No Heating Required...... come and see for yourself","Thats right, since my family have moved into the eHaus there has been no heating required. The lowest outdoor temperature that we have recored so far is 2.5 degrees but inside the house it is a lovely even temperature. Every 30 minutes we are recording temperature and humidity readings around the eHaus house outside and next door in a normal house. This data will be available on the website in the coming months. It is hard to express comfort in terms of temperature alone. The biggest difference I have noticed is you are free to just get on with life not having to think about the living environment or do anything as it is always just right.

If you would like to come and see for yourself the eHaus in Wanganui is open on Sunday afternoons, you are most welcome to call in. We also have a growing number of alternative house plans for you to look at if you are planning to build.

&nbsp;
<p style=""text-align: center""><img class=""size-medium wp-image-1056 aligncenter"" title=""eHaus show home news"" src=""http://ehaus.co.nz/wp-content/uploads/eHaus-show-home-news4-600x400.jpg"" alt="""" width=""600"" height=""400""></p>",,2012-05-08,post,https://ehaus.co.nz/?p=2987,,,,,,,,"Passive house",,,,,,9,,90,1,,,,,,,,,"a:2:{s:7:""vc_grid"";a:0:{}s:10:""vc_grid_id"";a:0:{}}",,,off,,,750,7500,,,,16:9,,,,,,,off,Skinny,off,off,off,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,2,Jon,info@ehaus.co.nz,Jon,Iliffe,no-heating-required-come-and-see-for-yourself,,,0,0,0,open,open,2024-01-08
2989,"Another Home Building eHaus 1 day workshop","<img class=""aligncenter size-full wp-image-1091"" title=""workshop"" src=""http://ehaus.co.nz/wp-content/uploads/workshop.jpg"" alt="""" width=""485"" height=""265"">If you are thinking of building and want to learn the latest about healthy, warm and energy efficient methods then join us on Saturday 23rd of June for a journey of discovery.

This 1 day workshop will cover all the topics that are relevant for house building to the PassivHaus standard including:

&nbsp;

&nbsp;
<ul>
 	<li>Material selection</li>
 	<li>Air tightness</li>
 	<li>Ventilation</li>
 	<li>What makes a healthy home</li>
 	<li>Energy efficient windows</li>
 	<li>Energy use</li>
 	<li>Water</li>
 	<li>PassivHaus history</li>
</ul>
We will also be able to look at your ideas and have set aside time for your specific questions. The workshop will be held in the eHaus showhome in Wanganui, which gives you the opportunity to feel the difference for a whole day!

Morning and afternoon tea is provided along with lunch. The cost is $185 per person or $225 for a couple. To register email <a href=""mailto:info@ehaus.co.nz"">info@ehaus.co.nz</a>

&nbsp;",,2012-05-18,post,https://ehaus.co.nz/?p=2989,https://ehaus.co.nz/wp-content/uploads/2015/01/grass1.jpg,grass,,,,https://ehaus.co.nz/wp-content/uploads/2015/01/grass1.jpg,,"eHaus News|New Zealand projects",,,,,,4,,90,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,2,Jon,info@ehaus.co.nz,Jon,Iliffe,another-home-building-ehaus-1-day-workshop,,,0,0,0,open,open,2024-01-08
2991,"Live Blower Door demo at the eHaus workshop","[caption id=""attachment_1123"" align=""alignleft"" width=""400"" caption=""Minneapolis Blower Door""]<a href=""http://ehaus.co.nz/wp-content/uploads/Minneapolis-Blower-Door.jpg""><img class=""size-medium wp-image-1123"" title=""Minneapolis  Blower Door"" src=""http://ehaus.co.nz/wp-content/uploads/Minneapolis-Blower-Door-400x400.jpg"" alt="""" width=""400"" height=""400""></a>[/caption]

Preparations are all in place for the next eHaus 1 day workshop on&nbsp;<strong>Saturday June the 23rd.</strong>&nbsp;Thomas van Raamsdonk will be one of the presenters on the day. Thomas is originally from Germany and has massive experience on topics like air tightness, thermal bridging moisture loading and healthy homes. He has done a lot of research in NZ which has resulted in a significant publication on Air tightness and moisture management. He will be taking two of the sessions in the morning program. This will include a demonstration of the Minneapolis blower door as you may have seen on the TV program&nbsp;<strong>Grand Designs.</strong>

As part of the workshop delegates will also receive a book published by the Passivhaus Institute. This is a valuable resource as it captures the Passivhaus principles in an easy to read but detailed format.&nbsp;Places are filling up for the day so please let me know if you would like to attend.

If you would like to find out more about air tightness click <a href=""http://ehaus.co.nz/wp-content/uploads/Passive-house.pdf"">here</a>&nbsp;to see the Passive House Diary #3 printed in the Carters Trade Leader this month.",,2012-06-14,post,https://ehaus.co.nz/?p=2991,https://ehaus.co.nz/wp-content/uploads/2012/06/Minneapolis-Blower-Door-400x4001.jpg,Minneapolis-Blower-Door-400x400,,,,https://ehaus.co.nz/wp-content/uploads/2012/06/Minneapolis-Blower-Door-400x4001.jpg,,Airtightness,,,,,,2,,90,2,,,,,,,,,"a:2:{s:7:""vc_grid"";a:0:{}s:10:""vc_grid_id"";a:0:{}}",,,off,,,750,7500,,,,16:9,,,,,,,off,Skinny,off,off,off,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,2,Jon,info@ehaus.co.nz,Jon,Iliffe,live-blower-door-demo-at-the-ehaus-workshop,,,0,0,0,open,open,2024-01-08
2992,"eHaus the Passive House designer for the first certified Passive House in NZ","Click here to watch the tv programme&nbsp;<a title=""Close Up"" href=""http://tvnz.co.nz/close-up/warm-home-without-electricity-video-5038807"">Close Up TV One Feature on the First Passive House</a>

[caption id=""attachment_1160"" align=""aligncenter"" width=""640"" caption=""NZ First Passive House""]<a href=""http://ehaus.co.nz/wp-content/uploads/FINAL-A.jpg""><img class=""size-medium wp-image-1160"" title=""NZ First Passive House"" src=""http://ehaus.co.nz/wp-content/uploads/FINAL-A-640x330.jpg"" alt="""" width=""640"" height=""330""></a>[/caption]",,2012-08-24,post,https://ehaus.co.nz/?p=2992,https://ehaus.co.nz/wp-content/uploads/2014/03/FINAL-A-640x3301.jpg,FINAL-A-640x330,,,,https://ehaus.co.nz/wp-content/uploads/2014/03/FINAL-A-640x3301.jpg,,"eHaus News|New Zealand projects|Passive house",,,,,,4,,90,1,,,,,,,,,"a:2:{s:7:""vc_grid"";a:0:{}s:10:""vc_grid_id"";a:0:{}}",,,off,,,750,7500,,,,16:9,,,,,,,off,Skinny,off,off,off,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,2,Jon,info@ehaus.co.nz,Jon,Iliffe,ehaus-the-passive-house-designer-for-the-first-certified-passive-house-in-nz,,,0,0,0,open,open,2024-01-08
2993,"Popular eHaus one day workshop on again in November","<a href=""http://ehaus.co.nz/wp-content/uploads/Spinning-.jpg""><img class=""alignnone size-full wp-image-1172"" title=""Spinning"" src=""http://ehaus.co.nz/wp-content/uploads/Spinning-.jpg"" alt="""" width=""600"" height=""399""></a>

This will be the fourth time that ecoBuild Developments has offered the eHaus one day workshop. Specifically designed for those that are thinking of building or renovating. Giving you the opportunity &nbsp;to learn more about how energy efficiency combines with health and comfort when using the Passive House technology. Although developed in Germany it is proving to be totally brilliant for the New Zealand climate and conditions. We cover a wide range of topics in a relaxed interactive environment &nbsp;that enables you to get the answers you need for your particular ideas or project.

This is a fully catered event, we will be providing morning and afternoon tea along with lunch. An added bonus is the opportunity to spend the day at the eHaus showhome where you can experience first hand the comfort of a home that is built to the Passive House principles.

Places are limited so please register your interest by emailing jon@ehaus.co.nz or phone now on 021465112. Click <a title=""eHaus workshop flyer"" href=""http://ehaus.co.nz/wp-content/uploads/eHausFlyer-Nov-Workshop-01.jpg"">Here </a>to download the flyer.",,2012-09-20,post,https://ehaus.co.nz/?p=2993,https://ehaus.co.nz/wp-content/uploads/2012/09/Spinning-1.jpg,Spinning-,,,,https://ehaus.co.nz/wp-content/uploads/2012/09/Spinning-1.jpg,,"eHaus News|New Zealand projects",,,,,,4,,,0,,,,,,,,,"a:2:{s:7:""vc_grid"";a:0:{}s:10:""vc_grid_id"";a:0:{}}",,,off,,,750,7500,,,,16:9,,,,,,,off,Skinny,off,off,off,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,2,Jon,info@ehaus.co.nz,Jon,Iliffe,popular-ehaus-one-day-workshop-on-again-in-november,,,0,0,0,open,open,2024-01-08
2994,"Passive House Open Days","<p style=""text-align: left""><a href=""http://ehaus.co.nz/wp-content/uploads/Untitled.tiff""><img class=""aligncenter  wp-image-1201"" title=""Winton"" src=""http://ehaus.co.nz/wp-content/uploads/Untitled.tiff"" alt="""" width=""331"" height=""230""></a><strong>eHaus</strong> Taranaki business owner Kelvin Pearce is teaming up with nearly two thousand others around the world as he invites people to visit the eHaus under construction in New Plymouth.</p>
The date <strong>Sunday 11th November</strong> has been specially chosen to coincide with the <strong>International Passive House Open Days</strong>. Over the last 20 years, Passive House has become synonymous with quality, comfort and energy requirements low enough to be feasibly and sustainably covered with renewable. Owners and residents of Passive House buildings will be able to show members of the public just that by opening their homes and offices for this 9th annual International Passive House Days.

This particular residential building is still under construction but it gives you the opportunity to talk with others that share the Passive House passion and find out valuable information on how and why a house can be comfortable with virtually no heating requirement even when it is situated on the foothills of one of New Zealand's highest mountains!

According to the International Passive House Association...........

“The Passive House Days provides a chance for Passive House enthusiasts and newcomers alike to experience Passive Houses in all their variety, along with the comfort they offer first hand and see for themselves why all paths lead to Passive House.&nbsp;Private homes and non-residential buildings designed by a variety of different architects using various construction methods take part annually, opening their doors to the public. This annual event is a wonderful way to raise awareness about and interest in Passive House.”

If you would like to find out more please visit us on <strong>Sunday 11th of November from 2.00pm - 4.00pm</strong> on site at 61 Maunga Heights off Carrington Road. Or call Kelvin Pearce on 027 4485624",,2012-10-09,post,https://ehaus.co.nz/?p=2994,,,,,,,,"New Zealand projects|Passive house",,,,,,9,,30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,2,Jon,info@ehaus.co.nz,Jon,Iliffe,passive-house-open-days,,,0,0,0,open,open,2024-01-08
2995,"Power Bills","<a href=""http://ehaus.co.nz/wp-content/uploads/Powershop.jpg""><img class=""aligncenter size-full wp-image-1214"" title=""Powershop"" alt="""" src=""http://ehaus.co.nz/wp-content/uploads/Powershop.jpg"" width=""660"" height=""353""></a>

Now the winter is over and the solar hot water is providing most of the hot water we need the power bills are looking good in the eHaus we are monitoring. We purchase our electricity from powershop and they like others are able to give you a break down of how much power you are using. So it is good news when the Bill says it we are running at $2.15 a day. This is the total energy bill for a family of five! This has dropped from over $3.50 a day &nbsp;in the winter months mainly due to the solar hot water system supplying what we need and the cost of power is cheaper in the summer with Powershop.

The total heating bill for the winter comes to $209.44 for the wood pellets which we bought by the bag. If we buy in bulk that drops to $130.90 for the year. That is to heat the whole house with even temperatures in every room. We have not need to heat now since September and even with the door open for two hours on Sunday afternoons the indoor temperature is very comfortable.

Last weekend a visitor to the showhome remarked that it was a bit warm but I did point out that the large coat and woolly jumper was probably the reason! eHaus design ensures the temperature and humidity are just right and according to the world health organisation this means a minimum of 18 degrees C and a maximum of 25 degrees C with a relative humidity between 40-60. Whats brilliant is an eHaus can provide this all for less than $3.00 a day!

&nbsp;

&nbsp;",,2012-10-15,post,https://ehaus.co.nz/?p=2995,,,,,,,,"New Zealand projects|Passive house",,,,,,9,,90,2,,,,,,,,,"a:2:{s:7:""vc_grid"";a:0:{}s:10:""vc_grid_id"";a:0:{}}",,,off,,,750,7500,,,,16:9,,,,,,,off,Skinny,off,off,off,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,2,Jon,info@ehaus.co.nz,Jon,Iliffe,power-bills,,,0,0,0,open,open,2024-01-08
2996,"Passive House Diary Instalment #5","Instalment #5 of the Passive House Diary has gone to print for the Carters Trade Journal have a read here to see how the first certified Passive House in New Zealand performed as this shows the final results. &nbsp;<a href=""http://ehaus.co.nz/wp-content/uploads/Passive-house1.pdf"">PH1NZ</a>&nbsp;&nbsp;to read all about it.

We still have some places left in our fourth eHaus workshop coming up on Saturday 10th November. This is a brilliant opportunity to discover why 36 countries are now building to this standard around the world and how it works so well right here in New Zealand.

<a href=""http://ehaus.co.nz/wp-content/uploads/eHausFlyer-Nov-Workshop-011.jpg""><img class=""aligncenter size-medium wp-image-1229"" title=""eHaus workshop"" src=""http://ehaus.co.nz/wp-content/uploads/eHausFlyer-Nov-Workshop-011-188x400.jpg"" alt="""" width=""188"" height=""400""></a>",,2012-11-01,post,https://ehaus.co.nz/?p=2996,,,,,,,,"eHaus News|New Zealand projects",,,,,,4,,90,1,,,,,,,,,"a:2:{s:7:""vc_grid"";a:0:{}s:10:""vc_grid_id"";a:0:{}}",,,off,,,750,7500,,,,16:9,,,,,,,off,Skinny,off,off,off,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,2,Jon,info@ehaus.co.nz,Jon,Iliffe,passive-house-diary-instalment-5,,,0,0,0,open,open,2024-01-08
2997,"NZ is on the World PassiveHaus  Map","<a href=""http://ehaus.co.nz/wp-content/uploads/IPHA-open-days.tiff""><img class=""aligncenter size-full wp-image-1239"" title=""IPHA open days"" src=""http://ehaus.co.nz/wp-content/uploads/IPHA-open-days.tiff"" alt=""""></a>

&nbsp;
<p style=""text-align: center"">&nbsp;PassiveHaus events around the world click <a title=""PassiveHaus World Events"" href=""http://www.passivehouse-international.org/index.php?page_id=162"">HERE</a></p>",,2012-11-12,post,https://ehaus.co.nz/?p=2997,,,,,,,,"Passive house",international|winner,,,,,9,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,draft,2,Jon,info@ehaus.co.nz,Jon,Iliffe,nz-is-on-the-world-passivehaus-map,,,0,0,0,open,open,2024-01-08
2998,"Kiwis want a healthy home that saves money","After 3 years in the making eHaus is now really gathering momentum. We are working with 5 new clients already this year...its only February! We are finding that a typical client is one that has read about Passive House or seen the construction on Grand Designs and realises just how much more it offers over a normal code build.

Our job is to understand your specific requirements and work this into a design and build process that gives certainty of performance along with function and beauty. As well as training building companies around the country we have been busy establishing a relationship with a team of 5 design companies. This solid foundation will enable the brand of Passive House called eHaus to be a viable choice for all Kiwis that want a <strong>healthy home</strong> that <strong>saves money</strong> through <strong>energy efficiency</strong>.

Having become Passive House certified in 2011 we have been developing our skills further and have become qualified to offer the Air Tightness Testing with the purchase of the first eHaus Minneapolis Blower Door. This was an obvious decision as each house we build has to be tested to ensure that it conforms to the standard. We are also able to offer testing as a stand alone service if you require this.

It was great to spend a day earlier this month honing our skills with the technical engineer from Zehnder who are one of the Passive House certified ventilation providers around the world. There have been challenges to overcome as with anything worth having but the gains once these are met and dealt with are so significant. If you are reading this and want to know more call me on 021 465 112 or email <a href=""mailto:info@ehaus.co.nz"">info@ehaus.co.nz</a>",,2013-02-26,post,https://ehaus.co.nz/news/kiwis-want-a-healthy-home-that-saves-money/,,,,,,,,"New Zealand projects|Passive house",ehaus|new_zealand|sustainability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publish,2,Jon,info@ehaus.co.nz,Jon,Iliffe,kiwis-want-a-healthy-home-that-saves-money,,,0,0,0,open,open,2013-02-26
